SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.049487332,62,0,1.529235382,2000.0,9,0,1,0,0.0
0,0.235288696,61,0,0.407274468,4178.0,7,0,2,0,0.0
0,0.770486953,47,1,0.323645206,8635.0,8,0,1,0,1.0
1,0.728609897,56,0,0.451196647,9066.0,13,0,4,0,1.0
0,0.00509661,68,0,5.0,,5,0,0,0,0.0
0,5186.0,43,0,0.211157768,5000.0,4,0,1,0,2.0
0,0.9031627,61,0,0.146911898,4403.0,5,0,0,0,1.0
0,0.064321889,56,0,0.165127281,13316.0,10,0,1,0,2.0
0,0.203516738,31,0,0.418089525,6500.0,8,0,3,0,0.0
0,0.174728159,33,1,0.375939065,9583.0,13,0,2,0,2.0
0,0.397583124,31,0,0.143702451,2365.0,8,0,0,0,0.0
0,0.037995251,70,0,0.282232012,3404.0,3,0,1,0,0.0
0,0.925671606,50,0,0.609055021,8105.0,10,0,3,0,0.0
0,0.237467018,50,2,0.420795379,4500.0,11,0,1,0,2.0
0,0.04744479,69,0,0.053053525,4240.0,5,0,0,0,2.0
0,0.191525068,43,0,0.604409857,3083.0,4,0,1,0,0.0
0,0.149114307,40,0,0.407836714,7936.0,10,0,1,0,0.0
0,0.0,93,0,0.0,3545.0,1,0,0,0,0.0
0,0.9999999,34,0,0.16950693,4400.0,1,0,0,0,0.0
0,0.600739926,61,0,0.758659852,1760.0,5,0,1,0,1.0
0,0.000969579,46,0,1488.0,,3,0,1,0,3.0
0,0.0,83,0,1847.0,,6,0,1,0,
0,0.290872089,28,0,0.732394366,2200.0,8,0,1,0,1.0
0,0.033693325,82,0,0.220794059,3500.0,7,0,0,0,0.0
0,0.472402032,37,0,0.553201015,6700.0,11,0,1,0,0.0
0,0.744348688,61,0,4088.0,,7,0,1,0,0.0
0,0.06187785,58,1,0.229855403,16666.0,11,0,2,0,0.0
0,0.167808012,73,0,0.023049153,3600.0,2,0,0,0,0.0
0,0.064120458,53,0,2952.0,,8,0,2,0,2.0
0,0.9999999,40,1,0.060428177,2895.0,3,0,0,0,0.0
1,0.392248482,50,0,1.595253368,4676.0,14,0,3,0,1.0
0,0.016162654,59,0,0.847152847,1000.0,6,0,1,0,0.0
0,0.094725511,49,0,0.379608557,8787.0,17,0,4,0,0.0
0,0.081974597,77,0,27.0,,4,0,0,0,
0,0.921748352,54,0,0.581437671,5494.0,12,0,1,0,0.0
1,0.997571775,33,0,0.808064136,4240.0,8,0,2,0,2.0
0,0.173536529,67,0,0.336394245,9800.0,8,0,2,0,0.0
0,0.021135547,57,0,0.198823859,3570.0,17,0,1,0,1.0
0,0.50631517,75,0,0.46070536,3600.0,7,0,1,0,0.0
0,0.193615335,67,0,0.334895345,3200.0,4,0,1,0,0.0
0,0.040433857,53,0,0.406313458,5416.0,12,0,2,0,0.0
0,0.160947124,35,0,1863.0,,3,0,1,0,
0,0.052051262,44,0,0.156179885,10250.0,6,0,1,0,3.0
1,0.578307584,62,2,0.755289788,3260.0,14,0,1,2,0.0
0,0.067205533,42,1,0.951442445,3500.0,6,0,2,0,1.0
0,0.882235529,35,0,0.111271975,4834.0,3,0,0,2,0.0
0,0.036566057,81,0,0.009998462,6500.0,2,0,0,0,0.0
0,0.688051991,32,0,2588.0,,6,1,2,0,1.0
0,0.9999999,60,0,0.168244234,7500.0,7,0,1,0,0.0
0,9.45e-05,76,0,0.000155812,6417.0,10,0,0,0,0.0
0,0.9999999,34,0,0.0,2781.0,0,0,0,0,2.0
0,0.0,46,0,3101.0,,11,0,2,0,1.0
0,0.416194602,22,0,0.014993753,2400.0,2,0,0,0,0.0
0,0.131668558,56,0,1682.0,,4,0,1,0,0.0
0,0.661333407,46,0,0.611171484,4600.0,16,0,1,0,1.0
0,0.694457551,41,0,0.458885279,4000.0,10,0,2,0,2.0
0,0.019002989,65,0,0.45711477,4068.0,10,0,1,0,1.0
0,0.960451977,24,1,0.109556178,2500.0,2,3,0,0,0.0
0,0.087196829,61,1,0.619672541,8000.0,13,0,4,0,0.0
0,0.017615839,86,0,0.009553433,4500.0,10,0,0,0,0.0
0,0.9999999,35,1,0.0,2600.0,4,0,0,0,0.0
0,0.0,64,0,0.495426195,4809.0,8,0,2,0,3.0
0,0.0,32,0,0.39307486,4100.0,9,0,2,0,2.0
0,0.931517121,39,0,0.08013141,7000.0,4,0,0,0,5.0
0,0.092322514,60,2,0.250139587,10745.0,20,0,2,0,2.0
0,0.022098011,63,0,0.242501,7500.0,17,0,2,0,0.0
0,0.162547431,37,2,0.225918093,5200.0,7,0,2,1,0.0
0,0.265348566,49,0,0.271734382,11444.0,10,0,2,0,0.0
0,0.204810829,30,0,0.055540128,3600.0,6,0,0,0,0.0
0,0.0,48,0,0.251426913,10336.0,8,0,2,0,1.0
0,0.711655393,49,1,0.48149995,10026.0,23,0,2,0,2.0
0,0.26804623,36,0,0.3626,4999.0,14,0,1,0,0.0
0,0.9999999,30,1,0.219147345,1336.0,1,0,0,0,0.0
0,0.10542066,44,0,0.016383355,13000.0,5,0,0,0,2.0
0,0.034346103,63,0,0.116750786,10500.0,24,0,2,0,0.0
1,1.03986711,38,4,0.101004464,14335.0,5,2,0,1,3.0
0,0.371217823,70,0,0.280089989,8000.0,5,0,1,0,0.0
0,0.87470217,85,2,2.205947955,1344.0,14,0,1,0,0.0
0,0.0,79,0,0.055736066,4000.0,11,0,0,0,0.0
0,0.023237542,58,0,0.812428571,6999.0,19,0,3,0,1.0
0,0.079202042,48,0,0.042747863,6666.0,21,0,0,0,2.0
0,0.259017232,62,0,0.264458843,4166.0,12,0,0,0,0.0
0,0.732315929,54,1,0.599452198,7666.0,14,0,2,1,0.0
0,0.163443067,51,0,0.317826501,15734.0,8,0,3,0,0.0
0,0.015234871,73,0,339.0,,12,0,0,0,0.0
0,0.9999999,55,0,0.387661234,10000.0,9,0,1,0,4.0
0,0.386137074,55,0,0.132645092,52500.0,20,0,3,0,2.0
1,1.157752738,32,0,0.796513831,7916.0,4,5,1,1,1.0
0,0.577234584,37,0,0.307956006,7000.0,11,0,0,0,3.0
0,0.534015032,33,0,0.221682617,7000.0,7,0,0,0,0.0
0,0.02756749,33,1,0.838053982,3000.0,4,0,1,0,1.0
0,0.257241157,69,1,0.288913774,6250.0,11,0,0,0,0.0
0,0.504714681,57,0,0.392955801,11583.0,15,0,2,0,0.0
0,0.561364479,39,0,0.142245073,3500.0,5,0,0,0,3.0
0,0.855456276,47,0,0.118270882,9900.0,7,0,0,0,0.0
0,0.049993334,32,2,0.839369029,4500.0,4,0,1,1,3.0
0,0.178347423,58,0,0.211457708,3333.0,3,0,0,0,0.0
0,0.9999999,39,0,0.101529903,2875.0,1,1,0,0,3.0
0,0.153769024,47,0,0.362656147,7604.0,6,0,2,0,1.0
0,0.044790249,70,0,396.0,,4,0,1,0,0.0
0,1.08922505,53,1,0.518576661,1910.0,3,0,0,0,1.0
0,0.008906347,57,0,0.662880509,2200.0,10,0,2,0,0.0
0,0.280271643,53,1,2290.0,,18,0,1,0,0.0
0,0.354353408,34,0,0.278576564,2781.0,4,0,0,0,0.0
0,0.470562883,26,0,0.973856209,764.0,6,0,0,1,0.0
0,0.031296593,63,0,0.059917943,24616.0,16,0,0,0,0.0
0,0.217509741,51,0,0.194808178,4352.0,5,0,2,0,0.0
0,0.004599693,23,0,0.007769145,900.0,2,0,0,0,0.0
1,0.9999999,79,0,0.0,,0,2,0,1,0.0
0,0.590530236,56,0,0.398861714,6500.0,7,0,2,0,0.0
0,0.657485143,41,0,0.358477971,2995.0,8,0,0,0,1.0
0,0.011982701,64,0,0.003375899,6812.0,8,0,0,0,2.0
1,0.917080085,38,0,0.101123596,800.0,9,0,0,0,0.0
0,0.0,48,0,0.241959673,6000.0,5,0,1,0,0.0
0,0.389024439,42,0,0.581083783,5000.0,6,0,1,0,5.0
0,0.205143984,62,0,0.255521871,6926.0,16,0,1,0,0.0
0,0.083721508,49,0,923.0,,4,0,1,0,0.0
0,0.06629218,83,0,2768.0,,8,0,1,0,0.0
0,0.0,54,0,0.354065579,6800.0,8,0,2,0,0.0
0,0.22692861,72,0,0.272083017,3950.0,6,0,0,0,0.0
0,0.039816443,74,0,0.0324797,1600.0,10,0,0,0,0.0
0,0.000965451,78,0,1568.0,,4,0,1,0,0.0
0,0.335103129,56,2,0.513571665,12083.0,21,0,3,0,1.0
1,0.903395311,47,6,0.85553379,4083.0,8,5,2,1,1.0
0,0.9999999,91,0,0.00099975,4000.0,4,0,0,0,0.0
0,0.99594988,27,0,566.0,0.0,3,0,0,0,0.0
0,0.9999999,24,0,0.165254237,1179.0,1,1,0,0,0.0
0,0.9999999,85,0,5.0,,1,0,0,0,
0,0.074903641,43,0,1774.0,,14,0,1,0,0.0
0,0.0,67,0,0.266278078,14067.0,10,0,3,0,2.0
0,0.004966501,70,0,13.0,0.0,3,0,0,0,0.0
0,0.9999999,29,0,0.156614462,3000.0,2,0,1,0,1.0
0,0.262035494,45,0,1.162335677,6541.0,14,0,3,0,0.0
0,0.276037685,61,0,0.990401536,6250.0,22,0,2,0,1.0
0,0.023864848,59,0,0.437179141,3700.0,10,0,1,0,0.0
0,0.0,40,0,0.096405618,4200.0,6,0,0,0,1.0
0,0.747640772,54,1,2019.0,,10,0,2,0,3.0
0,0.018054715,62,0,28.0,,4,0,0,0,0.0
0,0.058660149,23,0,0.059100265,3400.0,5,0,0,0,0.0
0,0.001884543,63,0,3069.0,,8,0,1,0,0.0
0,0.022398507,79,0,0.001874609,4800.0,7,0,0,0,0.0
0,0.364290203,60,1,2686.0,,8,0,1,0,0.0
0,0.0,72,0,0.0,10000.0,16,0,0,0,0.0
0,0.743170386,56,0,0.32838619,6400.0,7,0,1,0,1.0
0,0.856391373,44,0,0.248068978,5566.0,5,0,1,0,1.0
0,0.0456621,45,0,0.712821795,4000.0,7,0,2,0,2.0
0,0.075346233,37,0,2728.0,,6,0,2,0,0.0
0,0.093840346,59,0,0.667822893,4900.0,7,0,2,0,0.0
0,0.162990002,33,0,0.132384126,3300.0,5,0,0,0,0.0
0,0.311434718,64,0,0.383294992,5650.0,7,0,1,0,0.0
0,0.318947277,33,0,0.15137202,4445.0,8,0,0,0,0.0
0,0.011546733,52,0,0.691692581,6752.0,9,0,1,0,1.0
0,0.000520637,40,0,0.296595858,11250.0,10,0,1,0,3.0
0,0.176383726,68,2,0.034321893,3000.0,3,0,0,0,1.0
0,0.154975822,42,0,0.032053316,3150.0,4,0,0,0,0.0
1,0.463443376,42,0,1321.0,,17,0,0,0,0.0
0,0.003573238,50,1,0.52218909,5700.0,8,0,2,0,0.0
0,0.088421936,45,0,0.580776882,9550.0,18,0,3,0,0.0
0,0.475352733,45,0,0.251693308,7381.0,12,0,0,0,0.0
0,0.879658244,43,2,0.076617275,8300.0,7,0,0,0,0.0
0,0.09163397,64,0,101.0,,3,0,0,0,0.0
0,0.006735397,60,0,1353.0,,11,0,2,0,0.0
0,0.068052112,59,0,1971.0,0.0,23,0,2,0,0.0
0,0.288933809,52,0,0.707063197,4034.0,9,0,1,0,0.0
0,0.0,53,0,0.201612903,5083.0,9,0,0,0,0.0
0,0.346573504,44,0,0.714983216,3276.0,4,0,1,0,2.0
0,0.474164814,54,0,0.438056554,6400.0,12,0,2,0,3.0
0,0.022246202,47,1,0.271432142,4000.0,18,0,1,0,5.0
0,0.293323556,73,0,1940.0,,5,0,1,0,0.0
0,0.166799093,51,0,0.14717363,6916.0,9,0,1,0,2.0
0,0.138692302,52,0,18.71287129,100.0,7,0,1,0,0.0
0,0.276410549,44,0,0.080976864,6223.0,4,0,0,0,2.0
0,0.008582206,53,0,1.544761905,1049.0,25,0,1,0,0.0
0,0.317365269,27,0,0.062897791,2670.0,1,0,0,0,0.0
0,0.994001,47,1,0.152457651,3600.0,5,0,0,0,1.0
0,0.0,70,0,0.000184689,10828.0,5,0,0,0,0.0
0,0.093447921,35,0,0.595563658,3290.0,10,0,0,0,0.0
0,0.293011919,46,0,0.095226193,4000.0,8,0,0,0,0.0
1,0.278944984,39,0,0.066312326,3950.0,3,0,0,0,3.0
0,0.019527507,56,0,0.220975447,9000.0,7,0,2,0,1.0
0,0.0,68,0,123.0,,17,0,0,0,0.0
0,0.031037674,44,0,0.371578553,8000.0,8,0,1,0,3.0
0,0.603817314,73,1,0.129011777,31500.0,12,0,0,0,1.0
0,0.040175714,40,0,0.48993001,7000.0,8,0,1,0,2.0
0,0.04052183,57,0,0.264563577,5166.0,6,0,1,0,1.0
0,0.011809914,63,0,0.257338358,10083.0,9,0,2,0,1.0
0,0.0,80,0,0.0,3300.0,3,0,0,0,0.0
0,0.0,45,0,0.40409576,10400.0,7,0,1,0,2.0
0,0.9999999,77,0,820.0,0.0,2,0,2,0,0.0
0,0.776489404,35,1,0.32503888,4500.0,4,0,1,0,1.0
0,0.995006242,43,0,0.010082493,3272.0,4,2,0,0,2.0
0,0.070246488,54,0,1642.0,,4,0,1,0,0.0
0,0.19550075,58,0,0.198504246,7888.0,10,0,0,0,0.0
0,0.028448724,65,0,0.233204633,5179.0,11,0,1,0,1.0
0,0.221191152,48,0,0.314785131,13100.0,11,0,2,0,1.0
0,0.383002073,54,0,0.07700486,6583.0,7,0,0,0,0.0
0,0.0,54,0,0.74593217,5100.0,10,0,2,0,0.0
0,0.046651649,57,0,12.27860697,200.0,9,0,2,0,0.0
0,0.849212063,61,0,0.402929261,3208.0,7,0,1,0,0.0
0,0.063933587,63,0,3498.0,,7,0,1,0,0.0
1,1.025439128,54,6,0.223806752,3435.0,5,2,0,0,1.0
0,0.343796874,42,0,2020.0,,9,0,1,0,1.0
0,0.765997804,60,0,0.484505165,3000.0,5,0,0,0,0.0
0,0.005504179,63,0,0.379920017,4750.0,7,0,1,0,0.0
0,0.020025553,34,0,0.323419145,4000.0,8,0,1,0,0.0
0,0.672744686,49,0,6293.0,,16,0,3,0,2.0
1,0.637932849,29,2,0.492922565,1200.0,13,0,0,1,0.0
0,0.992308876,55,0,2.19502244,2450.0,8,0,3,0,0.0
0,0.504152377,42,0,0.559110222,4000.0,15,0,2,0,1.0
0,0.048482451,80,0,0.089294949,5800.0,4,0,0,0,1.0
0,0.104295351,72,0,0.594677742,6500.0,10,0,2,0,0.0
0,0.9999999,70,0,0.429075512,4250.0,5,0,1,0,2.0
0,0.033176148,76,0,0.01010453,2869.0,5,0,0,0,0.0
0,0.300674831,27,0,0.100807331,4582.0,7,0,0,0,0.0
0,1.020178149,39,1,0.746260388,1804.0,7,1,1,0,2.0
0,0.790500913,39,1,0.776838966,4023.0,11,0,1,0,0.0
0,0.448527983,45,0,0.281731475,12266.0,17,0,2,0,0.0
0,0.0,35,0,0.0,,2,0,0,0,0.0
0,0.986280549,45,0,0.744842233,3295.0,8,0,2,0,0.0
0,0.068860714,48,0,0.457614404,13329.0,12,0,2,0,0.0
0,0.012052783,88,0,0.007495901,4268.0,7,0,0,0,0.0
0,0.023143768,55,0,2022.0,,12,0,1,0,0.0
0,0.799428688,45,3,0.128190367,5210.0,3,0,0,0,3.0
0,0.812204426,65,0,0.741833828,16500.0,16,0,3,0,3.0
0,0.0,77,0,0.0,2696.0,3,0,0,0,0.0
0,0.755411475,58,0,0.292108082,8400.0,7,0,2,0,3.0
0,0.338283689,50,2,0.209872894,3382.0,8,0,1,1,3.0
0,0.9999999,55,1,1146.0,,1,1,0,0,
0,0.113154466,40,0,414.0,1.0,9,0,0,0,1.0
0,0.251183514,59,0,0.054451975,8557.0,9,0,0,0,2.0
0,0.952227323,35,2,0.234442338,5800.0,13,1,0,0,0.0
0,0.008252466,32,0,0.6319619,7558.0,8,0,2,0,0.0
0,0.127867894,54,0,2178.0,0.0,7,0,1,0,0.0
0,0.134312077,63,0,0.237687813,9583.0,8,0,2,0,0.0
0,0.929535232,62,0,0.318636023,8005.0,10,0,1,0,0.0
0,0.287267036,49,0,0.243629134,5532.0,5,0,0,0,0.0
0,0.007099251,54,0,0.096660579,7665.0,4,0,1,0,3.0
0,0.0,49,1,1515.0,,8,0,1,1,1.0
0,0.9999999,58,0,0.0,3750.0,0,0,0,0,0.0
0,1.011848504,51,0,0.223190933,5734.0,4,1,0,0,1.0
0,0.014940737,83,0,0.006041222,2813.0,3,0,0,0,1.0
0,0.9999999,63,0,0.032477402,12500.0,6,0,1,0,0.0
0,0.0029994,42,0,178.0,,2,0,1,0,0.0
0,0.301486296,64,1,0.318468153,10000.0,13,0,1,0,1.0
0,0.9999999,48,0,0.102711783,4166.0,3,0,0,0,0.0
0,0.005902151,45,0,0.107315447,6000.0,4,0,0,0,2.0
0,0.407652185,61,0,0.47035819,11250.0,18,0,1,0,1.0
0,0.044043028,61,0,1758.0,,6,0,1,0,2.0
0,0.992394116,35,1,0.54335095,7000.0,13,0,1,0,1.0
0,0.062315173,51,0,814.0,,12,0,0,0,0.0
0,0.130920452,59,0,0.049105655,9000.0,5,0,0,0,1.0
0,0.260831546,52,0,2114.0,,25,0,2,0,0.0
0,0.96950305,66,0,0.754520167,2875.0,5,0,1,0,0.0
0,0.410499489,45,0,0.478572342,7816.0,11,0,1,0,1.0
0,0.512911005,38,1,0.194280908,3566.0,3,0,0,0,0.0
0,0.283879195,59,0,0.287714988,4069.0,8,0,1,0,0.0
0,0.0,58,1,494.0,,6,0,0,0,0.0
1,0.9999999,28,0,0.036973345,1162.0,2,0,0,0,1.0
0,0.9999999,49,1,0.169006893,3916.0,5,0,0,0,0.0
0,0.142352392,57,1,2.761477046,1001.0,6,0,1,0,2.0
0,1.091181603,70,0,0.76124422,4757.0,14,0,2,0,1.0
0,0.9999999,52,0,1062.0,,4,3,1,0,0.0
0,0.098369538,32,1,0.272183293,12700.0,12,0,1,1,1.0
0,0.9999999,60,5,0.952392288,4200.0,6,1,2,2,0.0
1,0.978007331,37,1,0.373320837,3200.0,8,1,0,0,0.0
0,0.239944001,61,0,0.491167921,13416.0,8,0,2,0,1.0
0,0.0,60,0,558.0,,6,0,1,0,0.0
0,0.008564714,64,0,0.193606723,18800.0,17,0,2,0,1.0
0,0.0,41,0,0.596219153,8833.0,14,0,4,0,1.0
0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0
0,0.0,46,0,0.168433808,3300.0,4,0,0,0,2.0
0,0.020619835,73,0,372.0,,9,0,0,0,0.0
0,0.9999999,32,0,1193.0,,4,1,0,0,0.0
0,0.050925587,60,0,0.176877724,3900.0,8,1,0,0,2.0
0,0.450755076,66,0,7905.0,,13,0,4,0,0.0
0,0.0,40,0,0.0,4666.0,1,0,0,0,0.0
0,0.022981977,56,0,0.163069316,10516.0,11,0,1,0,0.0
0,0.593673302,46,1,0.671255368,7917.0,20,0,2,0,1.0
0,0.361839945,49,0,0.192733939,12000.0,9,0,1,0,1.0
0,0.158681181,64,0,0.413655192,7000.0,7,0,2,0,0.0
0,0.063433535,31,0,1197.0,,3,0,1,0,0.0
0,0.109193471,52,1,0.355980003,7800.0,10,1,1,0,0.0
0,0.465831632,80,0,0.255938697,2609.0,6,0,0,0,0.0
0,0.062945712,65,0,0.121428571,5459.0,4,0,1,0,0.0
0,0.248232139,29,1,0.603798734,3000.0,3,0,1,0,1.0
0,0.01349865,57,0,0.024861737,78111.0,9,0,2,0,0.0
0,0.333835882,51,0,1.184159938,2600.0,15,0,2,0,2.0
0,0.313242373,50,0,1.119507091,4300.0,13,0,2,0,2.0
0,0.501874787,46,0,0.305711786,8000.0,8,0,2,0,2.0
0,0.108100416,37,0,1347.0,,6,0,1,0,4.0
0,0.95030497,28,0,0.385576377,1760.0,10,0,0,0,0.0
0,0.359162631,24,0,0.108648414,2300.0,3,0,0,0,0.0
0,0.000948381,54,0,0.04486567,45000.0,9,0,3,0,0.0
1,0.9999999,29,1,0.0,5300.0,0,0,0,0,1.0
0,0.074228866,41,0,2.295881647,2500.0,16,0,7,0,0.0
0,0.11823528,45,0,5228.0,,4,0,2,0,0.0
0,0.0,55,0,0.0,8416.0,3,0,0,0,0.0
0,0.041665448,46,0,0.205349905,3700.0,6,0,1,0,0.0
0,0.04679883,46,0,0.802195568,4918.0,11,0,4,0,0.0
0,0.9999999,54,0,0.245094409,2700.0,3,0,0,0,0.0
0,0.0,24,1,0.0,820.0,1,0,0,0,0.0
0,0.196566953,66,0,0.979717813,1133.0,6,0,0,0,0.0
0,0.077340952,44,1,0.670938215,4369.0,11,0,2,0,1.0
0,0.719163334,38,0,0.078150521,7958.0,5,0,0,0,0.0
0,0.487782139,53,0,0.26171187,17033.0,9,0,3,0,1.0
0,0.07967013,62,1,0.274080658,9000.0,29,0,1,0,0.0
0,0.038711521,30,0,0.647784072,3000.0,4,0,1,0,0.0
1,0.0,45,2,0.084254144,2895.0,2,0,0,0,2.0
0,0.091514143,53,3,1647.0,,4,1,1,2,0.0
0,0.812187812,47,0,0.33092606,18000.0,6,0,4,0,3.0
0,0.950820697,56,1,0.662900849,14250.0,11,0,2,0,1.0
0,0.163142106,56,0,0.134621793,3000.0,5,0,1,0,0.0
0,0.066779705,47,0,0.110274153,11416.0,7,0,1,0,2.0
0,0.048279247,42,0,1293.0,,11,0,2,0,0.0
0,0.030088711,44,0,2784.0,,16,0,2,0,0.0
0,0.00922054,53,0,1577.0,,3,0,1,0,0.0
0,0.008542159,62,0,0.241903934,4600.0,5,0,1,0,0.0
0,0.578961489,76,0,0.842278564,3036.0,12,0,1,0,0.0
0,0.476576171,40,0,0.397273978,7996.0,5,0,2,0,1.0
0,0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2.0
0,0.927516474,47,0,0.988924051,7583.0,9,0,6,0,3.0
0,0.165922272,42,1,0.105885026,4400.0,5,0,0,0,2.0
0,0.942588053,60,0,338.0,,14,0,0,0,
0,0.14552902,47,0,0.353797579,5700.0,20,0,1,0,0.0
0,0.074185163,52,0,590.0,,9,0,1,0,0.0
0,0.026130036,55,0,0.228825779,15950.0,18,0,2,0,0.0
0,0.552413771,43,1,0.433543791,6176.0,12,0,1,0,1.0
0,0.001518949,49,0,0.269297737,6891.0,5,0,1,0,1.0
0,0.0,42,0,0.25805316,5680.0,10,0,2,0,0.0
0,0.115721595,31,0,0.302024747,5333.0,12,0,2,0,0.0
1,0.123953206,54,2,0.96992596,13100.0,24,0,6,0,4.0
0,0.0,47,0,0.27837773,12500.0,6,0,2,0,2.0
0,0.220750629,63,0,0.507904337,7400.0,12,0,2,0,0.0
0,0.07501239,61,0,0.088961262,5833.0,4,0,1,0,1.0
0,0.02406012,76,0,1.419720187,1500.0,9,0,2,0,1.0
0,0.0,61,1,0.248152059,2840.0,10,0,0,0,0.0
0,0.556474706,46,0,0.598207618,6694.0,6,0,2,0,3.0
0,0.040673864,74,0,0.22513089,2100.0,4,0,1,0,0.0
0,0.014972272,75,0,0.006188512,6301.0,11,0,0,0,0.0
0,1.017853955,58,1,0.796340493,2513.0,9,0,1,0,0.0
0,0.543896875,63,0,0.481353326,2600.0,8,0,1,0,0.0
0,0.069546252,44,0,0.079168333,2500.0,7,0,0,0,2.0
0,0.793082818,47,0,0.503490691,6015.0,10,0,1,1,0.0
0,0.00179988,63,0,0.0,4500.0,4,0,0,0,2.0
0,0.692405755,58,1,0.629712546,11166.0,20,0,2,1,0.0
0,0.041259076,45,0,0.183635518,2150.0,6,0,0,0,3.0
0,0.290414742,31,0,0.356623245,5910.0,3,0,1,0,1.0
0,0.600126115,29,0,0.232245681,2083.0,4,0,0,0,0.0
0,0.006938931,59,0,0.097370137,4600.0,12,0,0,0,1.0
0,0.354327399,28,0,0.151539384,2500.0,4,0,0,0,1.0
0,0.378417867,60,0,0.542280838,3866.0,9,0,2,0,0.0
0,0.005865482,59,0,5909.0,,10,0,4,0,2.0
0,0.084383123,39,0,290.0,,2,0,0,0,0.0
0,0.359541199,31,2,0.424831849,5500.0,8,0,1,0,1.0
0,0.0,69,0,783.0,,7,0,2,0,0.0
1,0.498646374,61,0,0.215338603,4680.0,13,1,0,0,0.0
0,0.004405722,48,0,0.000465008,4300.0,4,0,0,0,0.0
0,0.035643388,80,0,0.147693948,3750.0,7,0,1,0,1.0
0,0.060541285,48,0,0.367868727,5240.0,6,0,1,0,2.0
0,0.462859697,63,0,0.27909759,5850.0,5,0,2,0,0.0
0,0.036906265,68,0,0.07870602,5996.0,12,0,1,0,0.0
0,0.137609462,49,0,0.429533892,7272.0,11,0,2,0,0.0
0,0.0,31,0,388.0,,2,0,1,0,0.0
0,0.281406354,67,0,0.616139586,1833.0,11,0,0,0,0.0
0,0.095416277,46,0,0.229738354,4700.0,5,0,1,0,0.0
0,0.9999999,72,1,0.462543322,3750.0,11,0,1,0,0.0
0,0.1541108,30,0,0.856699431,1932.0,11,0,0,0,0.0
1,0.056483498,40,1,0.507411908,4114.0,20,0,1,0,2.0
0,0.9999999,36,0,0.016419324,3166.0,0,0,0,0,0.0
0,0.015693188,56,0,2112.0,,7,0,2,0,0.0
0,0.007139369,54,0,0.121536004,18150.0,5,0,2,0,4.0
0,0.0,73,0,0.025603511,4100.0,7,0,0,0,0.0
0,0.01279488,65,0,0.324656393,4801.0,14,0,1,0,0.0
0,0.00646884,66,0,0.048756906,7239.0,23,0,0,0,0.0
0,0.048092692,44,0,0.288948069,8260.0,12,0,4,0,0.0
0,0.25163128,48,0,0.24240482,7800.0,10,0,1,0,0.0
0,0.9999999,46,0,1519.0,,1,2,1,0,0.0
0,0.0,68,0,0.344049823,5940.0,9,0,1,0,1.0
0,0.018164574,58,0,0.005580098,4300.0,10,0,0,0,0.0
0,0.672517218,41,0,0.217515469,2100.0,6,0,0,0,2.0
0,0.0,63,0,0.0,530.0,5,0,0,0,0.0
1,0.9999999,64,0,0.0,9000.0,0,0,0,0,0.0
0,0.218750368,65,0,0.542900676,10500.0,11,0,4,0,1.0
0,0.0,65,0,453.0,,5,0,0,0,1.0
0,0.952956684,48,0,0.367271037,8603.0,6,0,3,0,3.0
0,0.024271296,54,0,0.062250499,8015.0,18,0,0,0,0.0
0,0.482084329,36,2,1002.0,,6,0,0,0,0.0
0,0.087563364,82,0,0.00409959,10000.0,3,0,0,0,1.0
0,0.000596852,53,0,0.008658009,9932.0,9,0,0,0,0.0
0,0.997167139,35,0,0.537444934,3177.0,5,0,2,0,1.0
0,0.616054181,69,0,0.216801062,9796.0,9,0,0,0,1.0
0,0.623562336,56,0,0.545754199,6370.0,18,0,2,0,0.0
0,0.025062187,48,0,0.405711389,5917.0,12,0,2,0,3.0
0,0.246933886,44,0,1.149508039,8333.0,14,0,7,0,2.0
0,0.0,60,0,5368.0,,3,0,2,0,0.0
0,0.101515428,54,0,0.412517497,5000.0,9,0,2,0,0.0
0,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0
0,0.745169684,49,0,1.309005165,4452.0,3,0,1,0,0.0
0,0.026026968,33,0,0.184294872,3119.0,11,0,0,0,0.0
0,0.019887243,55,0,0.493494042,7300.0,18,0,2,0,2.0
0,0.953410982,41,0,0.011541073,1472.0,1,0,0,0,0.0
0,0.535193405,56,0,346.0,,8,0,0,0,0.0
0,0.037440036,38,0,1658.0,,8,0,1,0,0.0
0,0.9999999,61,0,0.386348487,7500.0,12,0,2,0,0.0
0,0.9999999,38,0,0.144834658,3900.0,1,0,0,0,3.0
0,0.214947849,45,0,0.34085213,5585.0,10,0,1,0,2.0
0,0.009897123,64,0,0.713701431,4400.0,14,0,2,0,1.0
0,0.0,51,0,0.326159538,22163.0,8,0,3,0,2.0
0,0.154839718,36,0,1828.0,,5,0,1,0,
0,0.022119056,78,0,0.095419484,10500.0,16,0,1,0,0.0
