website,interview_difficulty,ceo_name,nb_c_jobs,company_description,registered_employer,benefits_below,similar_companies,acquired_by,founded,affiliated_company,nb_ratings_ceo,stars,nb_c_reviews_detailled,size,nb_c_interviews,friend_recommend,url,benefits_above,employer_id,revenue,headquarters,competitors,company_name,nb_c_salaries,awards,ceo_rating,type,industry,operated_by,headquarters_city,headquarters_state,nb_awards_after_2000,has_website,ticker
www.clinicourse.com,,,,,Unclaimed Profile,,"K12,Varsity Tutors,Huntington Learning Centers,Tutor.com,2U",,,,0,3.0,2,500 to 999 Employees,,59.0,"http://www.glassdoor.com/Overview/Working-at-CCT-Solutions-EI_IE501386.11,24.htm",,501386,$10 to $25 million (USD) per year,"New York, NY",Unknown,CCT Solutions,,,,Company - Private,Education,,New York,NY,0.0,1,
www.bobsyourunclepizzacafe.com,,,,,Unclaimed Profile,,"Chick-fil-A,Dunkin' Donuts,Sonic,Papa John's",,,,0,2.0,1,6 to 15 Employees,1.0,,"http://www.glassdoor.com/Overview/Working-at-Bob-s-Your-Uncle-Pizza-EI_IE318720.11,33.htm",,318720,Unknown / Non-Applicable per year,"Iowa City, IA",Unknown,Bob's Your Uncle Pizza,,,,Franchise,"Restaurants, Bars & Food Services",,Iowa City,IA,0.0,1,
www.finehomesandliving.com,,,,,Unclaimed Profile,,"Gannett,N2 Publishing,American Greetings,RetailMeNot,Houghton Mifflin Harcourt,Scholastic,YP,Time",,,,0,1.6,3,6 to 15 Employees,,29.0,"http://www.glassdoor.com/Overview/Working-at-Fine-Magazine-EI_IE860055.11,24.htm",,860055,Unknown / Non-Applicable per year,"Rancho Santa Fe, CA",Unknown,Fine Magazine,,,,Company - Private,Media,,Rancho Santa Fe,CA,0.0,1,
www.civilianmedicaljobs.com,,,,,Unclaimed Profile,,"US Department of Veterans Affairs,US Navy,TSA (Transportation Security Administration),FBI,CIA,US Marine Corps,United Nations,IRS",,,,0,5.0,1,Unknown,,100.0,"http://www.glassdoor.com/Overview/Working-at-U-S-Army-Civilian-Corps-EI_IE879162.11,34.htm",,879162,Unknown / Non-Applicable per year,"West Point, NY",Unknown,U.S. Army Civilian Corps,,,,Government,Government,,West Point,NY,0.0,1,
www.fourteenfoods.com,,,,,Unclaimed Profile,,"Dairy Queen,Buffalo Wild Wings,Applebee's,Darden,Red Lobster,Panda Express,Olive Garden Italian Restaurants,Red Robin",,,,0,1.8,5,1 to 5 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Fourteen-Foods-EI_IE589864.11,25.htm",,589864,Less than $1 million (USD) per year,"La Crosse, WI",Unknown,Fourteen Foods,6.0,,,Unknown,"Restaurants, Bars & Food Services",,La Crosse,WI,0.0,1,
www.aegiscap.com,1.8,Robert Eide,,,Unclaimed Profile,,"National Securities,Laidlaw & Company UK,Goldman Sachs,Aegis,Newbridge Securities,Global Arena Capital,Morgan Wilshire Securities,Spartan Capital Securities,Sovereign Global Advisors,Fidelity Investments,J.P. Morgan,Aegis",,1984.0,,7,3.4,19,16 to 50 Employees,5.0,69.0,"http://www.glassdoor.com/Overview/Working-at-Aegis-Capital-EI_IE388111.11,24.htm",,388111,$1 to $5 million (USD) per year,"New York, NY",Unknown,Aegis Capital,9.0,,72.0,Company - Private,Finance,,New York,NY,0.0,1,
www.lyntronics.com,,,,,Unclaimed Profile,,"Convergys,Infinite Direct,AlliedBarton,Securitas Security Services USA,KellyMitchell Group,Mu Sigma,Acosta,Epsilon,Pitney Bowes",,,,0,5.0,1,6 to 15 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Lyntronics-EI_IE712248.11,21.htm",,712248,Unknown / Non-Applicable per year,"Gallipolis, OH",Unknown,Lyntronics,1.0,,,Company - Private,Business Services,,Gallipolis,OH,0.0,1,
www.wellstonforum.com/wellston/view.php?entry=49,,,,,Unclaimed Profile,,"Los Angeles County,New York City Department of Sanitation,New York City Department of Health & Mental Hygiene,City of Houston,City of Austin Texas",,,,0,1.0,1,Unknown,,,"http://www.glassdoor.com/Overview/Working-at-Wellston-Police-Department-EI_IE206044.11,37.htm",,206044,Unknown / Non-Applicable per year,"Wellston, OH",Unknown,Wellston Police Department,,,,Government,Government,,Wellston,OH,0.0,1,
,,,,,Unclaimed Profile,,"HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,DaVita,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,0,3.0,2,16 to 50 Employees,,,"http://www.glassdoor.com/Overview/Working-at-US-Spine-EI_IE364810.11,19.htm",,364810,Unknown / Non-Applicable per year,,Unknown,US Spine,2.0,,,Company - Private,Health Care,,,,0.0,0,
www.abcqualitymovers.com,,Mike Munie,,,Unclaimed Profile,,"Roehl Transport,JetBlue,Total Quality Logistics,CSX,Alaska Airlines,C.H. Robinson Worldwide",,,,0,4.4,2,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-ABC-Quality-Moving-EI_IE433225.11,29.htm",,433225,Unknown / Non-Applicable per year,"Saint Louis, MO",Unknown,ABC Quality Moving,,,,Company - Public,Transportation & Logistics,,Saint Louis,MO,0.0,1,
www.alamomedicalresearch.com,,,,,Unclaimed Profile,,"Paycom,MITRE,Westat,Alion,Disla Clinical Research",,,,0,2.0,1,6 to 15 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Alamo-Medical-Research-EI_IE419082.11,33.htm",,419082,Less than $1 million (USD) per year,"San Antonio, TX",Unknown,Alamo Medical Research,1.0,,,Other Organization,Business Services,,San Antonio,TX,0.0,1,
www.since1937.com,,Jim Barger,,,Unclaimed Profile,,"Stratasys,Ingersoll Rand,Michigan Talent Bank,International Paper",,,,0,5.0,1,1 to 5 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Haendiges-Plumbing-EI_IE365986.11,29.htm",,365986,Unknown / Non-Applicable per year,"Whittier, CA",Unknown,Haendiges Plumbing,,,,Company - Public,Manufacturing,,Whittier,CA,0.0,1,
www.dablodgett.org,,,,,Unclaimed Profile,,"YMCA,American Red Cross,American Cancer Society,Salvation Army,Planned Parenthood,Boys & Girls Clubs,United Way,Habitat for Humanity,Wounded Warrior Project,Easter Seals,International Rescue Committee",,,,0,3.5,2,150 to 499 Employees,,,"http://www.glassdoor.com/Overview/Working-at-D-A-Blodgett-St-John-s-EI_IE767974.11,33.htm",,767974,$10 to $25 million (USD) per year,"Grand Rapids, MI",Unknown,D.A. Blodgett - St. John’s,1.0,,,Nonprofit Organization,Non-Profit,,Grand Rapids,MI,0.0,1,
www.samvill.org,,Tino Hernandez,,,Unclaimed Profile,,"Union Pacific,Roehl Transport,Total Quality Logistics,CSX,Schneider,Alaska Airlines,C.H. Robinson Worldwide",,,,9,3.0,21,500 to 999 Employees,,37.0,"http://www.glassdoor.com/Overview/Working-at-Samaritan-Village-EI_IE274494.11,28.htm",,274494,$25 to $50 million (USD) per year,"Jamaica, NY",Unknown,Samaritan Village,5.0,,65.0,Company - Private,Transportation & Logistics,,Jamaica,NY,0.0,1,
www.hy-ko.com,1.0,Bert Ross,,,Unclaimed Profile,,"Sysco,W.W. Grainger,Cardinal Health,Uline,US Foods,Coca-Cola Bottling Consolidated,Southern Wine & Spirits,Ferguson Enterprises,Manheim",,1949.0,,3,3.9,4,50 to 149 Employees,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-Hy-Ko-Products-Co-EI_IE224447.11,28.htm",,224447,Unknown / Non-Applicable per year,"Northfield, OH",The Hillman Group,Hy-Ko Products Co.,3.0,,100.0,Company - Private,Business Services,,Northfield,OH,0.0,1,
www.leapstructures.com,,,,,Unclaimed Profile,,"Stantec,Core Laboratories,Tetra Tech,Belcan Corporation,ARCADIS US,Burns & McDonnell,HDR",,,,0,4.0,1,6 to 15 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Leap-Structures-EI_IE960599.11,26.htm",,960599,Unknown / Non-Applicable per year,"Austin, TX",Unknown,Leap!Structures,,,,Company - Private,Business Services,,Austin,TX,0.0,1,
www.preferredmaterials.com,,,,,Unclaimed Profile,,"Oldcastle,Cliffs Natural Resources,Peabody Energy,Silver Wheaton,US Silica,Vulcan Materials,Alliance Resource,Kloeckner Metals",,,,0,4.0,2,50 to 149 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Preferred-Materials-EI_IE276959.11,30.htm",,276959,$10 to $25 million (USD) per year,"Temple Terrace, FL",Unknown,Preferred Materials,4.0,,,Company - Private,Mining & Metals,,Temple Terrace,FL,0.0,1,
www.modulararts.com,1.3,Donald Kaump,,,Unclaimed Profile,,"United States Steel,Nucor,Oldcastle,USG,Gerdau,Tenaris,ArcelorMittal USA",,,,1,1.6,6,50 to 149 Employees,3.0,15.0,"http://www.glassdoor.com/Overview/Working-at-Modular-Arts-EI_IE465419.11,23.htm",,465419,Unknown / Non-Applicable per year,"Seattle, WA",Unknown,Modular Arts,2.0,,,Company - Private,Manufacturing,,Seattle,WA,0.0,1,
www.mutualmaterials.com,,,,,Unclaimed Profile,,"Caterpillar,Stratasys,Michigan Talent Bank,International Paper",,,,0,2.2,5,150 to 499 Employees,1.0,44.0,"http://www.glassdoor.com/Overview/Working-at-Mutual-Materials-Company-EI_IE264408.11,35.htm",,264408,$50 to $100 million (USD) per year,"Bellevue, WA",Unknown,Mutual Materials Company,6.0,,,Company - Private,Manufacturing,,Bellevue,WA,0.0,1,
www.drivesti.com,,,,,Unclaimed Profile,,"Vector Marketing,Infinite Direct,AlliedBarton,Securitas Security Services USA,KellyMitchell Group,R.R. Donnelley,Ogilvy & Mather,Acosta,Epsilon,Pitney Bowes",,,,0,3.0,1,150 to 499 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-STI-Fleet-Services-EI_IE953560.11,29.htm",,953560,Unknown / Non-Applicable per year,"Redmond, WA",Unknown,STI Fleet Services,,,,Company - Private,Business Services,,Redmond,WA,0.0,1,
None,,,,,Unclaimed Profile,,,,,,0,5.0,1,Unknown,,100.0,"http://www.glassdoor.com/Overview/Working-at-Hope-Pharmacy-EI_IE448519.11,24.htm",,448519,Unknown / Non-Applicable per year,"Houston, TX",Unknown,Hope Pharmacy,3.0,,,Company - Private,Unknown,,Houston,TX,0.0,1,
www.gemvara.com,3.7,Janet Holian,,"Gemvara is the revolutionary leader of custom-made, fine jewelry shopping online. Imagine your perfect ring, necklace, pendant, bracelet, or earrings made by hand with pretty much any gemstone or metal you can think of, created especially for you or your special someone the moment you order it. Just click, start designing, and see your unique piece of jewelry come to life in seconds. That’s us.",Unclaimed Profile,,"Rue La La,Nordstrom,Sears,Kohl's,J. C. Penney,Victoria's Secret Stores,Barnes & Noble,The Gap,Ross Stores,Safeway",,2010.0,,5,3.6,9,16 to 50 Employees,3.0,67.0,"http://www.glassdoor.com/Overview/Working-at-Gemvara-EI_IE301461.11,18.htm",,301461,$1 to $5 million (USD) per year,"Boston, MA",Unknown,Gemvara,5.0,,79.0,Company - Private,Retail,,Boston,MA,0.0,1,
www.ckpcpas.com,2.0,Kiho Choi,,"The Largest Korean-American Accounting Firm in the USFounded in February 2005, Choi, Kim & Park, LLP is the largest Korean-American accounting firm in the United States doing SEC practice and providing other specialized services to private companies and U.S. subsidiaries of Korean companies. CKP's clients range from small retail stores to multi-national corporations in diverse corporations with annual revenues up to $2 billion, located throughout the United States, including California, Alabama, Georgia, New Jersey, New York, and Texas. CKP as of November 31, 2014 maintains offices in Los Angeles, San Diego, San Mateo and Irvine, California; Montgomery, Alabama; LaGrange, Georgia; Fort Lee, New Jersey; Houston, Texas; and Seoul, Korea.",Engaged Employer,,"KIM & YOO CPAS,The Chugh Firm,EY,Deloitte,Kakimoto & Nagashima,PwC,Actavis,Qualcomm,KPMG US,Aon Hewitt,Razorfish,KBR",,2005.0,McGladrey LLP,1,2.7,4,50 to 149 Employees,2.0,21.0,"http://www.glassdoor.com/Overview/Working-at-Choi-Kim-and-Park-EI_IE279289.11,28.htm",,279289,Unknown / Non-Applicable,"Los Angeles, CA",Unknown,Choi Kim & Park,72.0,,,Company - Private,Accounting & Legal,,Los Angeles,CA,0.0,1,
www.rpdmsolutions.com,,,,,Unclaimed Profile,,"Apple,Salesforce,Epic Systems Corporation,VMware",,2012.0,,0,5.0,1,1 to 5 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-RPDM-Solutions-EI_IE839914.11,25.htm",,839914,Unknown / Non-Applicable per year,"Chicago, IL",Unknown,RPDM Solutions,,,,Company - Private,Information Technology,,Chicago,IL,0.0,1,
www.algus.com,,Art Gustafson,,,Unclaimed Profile,,"Stratasys,Goodyear,Michigan Talent Bank,Pentair,International Paper",,1995.0,,0,2.0,1,50 to 149 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Algus-Packaging-EI_IE876132.11,26.htm",,876132,$10 to $25 million (USD) per year,"DeKalb, IL",Unknown,Algus Packaging,,,,Company - Private,Manufacturing,,DeKalb,IL,0.0,1,
www.vanenterprises.com,,Larry Van Tuyl,,"VT is in pursuit of the pole-position as one of the top privately-owned US car dealers. The company, which does business as Van Enterprises, operates more than 30 dealerships in about 10 states, primarily Texas and Missouri. It offers about 20 brands of new and used cars (and RVs) made by General Motors, Ford, Honda, Isuzu, and Nissan, among others. Van also engages in fleet sales and receives a portion of its revenue from back-shop operations such as parts and service and body shop sales. Founder and co-CEO Cecil Van Tuyl began his automotive empire in 1955. He owns the company with son and co-CEO Larry Van Tuyl.",Unclaimed Profile,,,,,,2,3.9,4,1000 to 5000 Employees,,53.0,"http://www.glassdoor.com/Overview/Working-at-VT-EI_IE3036.11,13.htm",,3036,Unknown / Non-Applicable per year,"Shawnee Mission, KS","AutoNation,Hendrick Automotive Group,Jordan Automotive",VT,11.0,,53.0,Company - Private,Unknown,,Shawnee Mission,KS,0.0,1,
www.kingarthurflour.com,,Steve Voigt,,"While other millers are feeling the effect of fewer home bakers, The King Arthur Flour Company is doing its best to make its sales rise. King Arthur sells its all-natural flours to retailers, bakeries, and foodservice companies nationwide. It also sells its flours, baking ingredients, and equipment at its retail store in Norwich, Vermont; through its website; and its catalogs. To drum up confident new customers, the company sends baking instructors across the US to teach classes and runs a baking school at its Vermont headquarters. Founded in 1790, King Arthur Flour claims it is the oldest flour company in the US. The company is 100% employee owned.",Unclaimed Profile,,"Anheuser-Busch,Keurig Green Mountain,ConAgra Foods,The Hershey Company,Dr Pepper Snapple Group",,1999.0,,3,4.3,4,150 to 499 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-King-Arthur-Flour-EI_IE13940.11,28.htm",,13940,$10 to $25 million (USD) per year,"Norwich, VT","ConAgra Foods,General Mills,C.H. Guenther & Son",King Arthur Flour,5.0,,100.0,Company - Private,Manufacturing,,Norwich,VT,0.0,1,
www.oberonassociates.com,3.0,Jodi L. Johnson,,"The company may share a name with the Fairy King, but Oberon Associates doesn't hawk pixie dust. Dealing in the reality of IT services and consulting, the company provides expertise in biometrics application and integration, intelligence community support, communications engineering, and IT and enterprise data management. The company serves clients in the federal government primarily among agencies related to defense and intelligence missions. The company was founded in 2002 by David Young (president) and Jodi Johnson (chairman and CEO). Oberon Associates was acquired by Stanley, Inc. in 2008 for about $170 million.",Unclaimed Profile,,"Collabera,Akamai,CACI International,Tech Mahindra,CompuCom,Sapient",,2002.0,,5,4.0,7,500 to 999 Employees,1.0,82.0,"http://www.glassdoor.com/Overview/Working-at-Oberon-Associates-EI_IE152789.11,28.htm",,152789,$50 to $100 million (USD) per year,"Manassas, VA","Integrity Applications,Addx Corporation,PRO-telligent",Oberon Associates,68.0,,100.0,Subsidiary or Business Segment,Information Technology,,Manassas,VA,0.0,1,
www.starmine.com,3.0,Joe Gatto,,"StarMine gives you information to decide whether your investment analyst is a gold mine. Founded in 1998, StarMine provides objective ratings of equity analyst performance, enabling investors to pay attention to the best research. Using its StarMine Professional and StarMine Monitor software for analyzing performance, the company delivers its ratings through Web-based research tools, e-mail alerts, daily data feeds, and third-party platforms. For individual investors, the company provides analyst ratings and earnings estimates as a free online service. For the research departments of investment firms, StarMine offers more detailed content, including ratings, performance measurements, and comprehensive reports.",Unclaimed Profile,,"Thomson Reuters,Apple,Cisco Systems,Uber,Salesforce,Epic Systems Corporation,VMware",,,,4,4.5,6,16 to 50 Employees,3.0,100.0,"http://www.glassdoor.com/Overview/Working-at-StarMine-EI_IE14858.11,19.htm",,14858,$1 to $5 million (USD) per year,"San Francisco, CA","SunGard,Advent Software,SS&C",StarMine,7.0,,100.0,Company - Private,Information Technology,,San Francisco,CA,0.0,1,
www.ninthlink.com,,,,"Established in 1999. Ninthlink produces & manages interactive experiences that engage and immerse consumers in global brands. Our team is a full service Interactive Agency prepared to educate, author and implement cross-channel marketing strategies across all major devices and platforms. www.Ninthlink.comThe Ninthlink Team understands that every day the world gets a little more complex and challenging to reach new & existing customers. That is why we never stop creating and developing new strategies and channels for our customers to do more online. Our team consistently participates & connects with business leaders, educators, designers, developers, marketers, communities and more.We love how a website, application, or marketing campaign can transform a business, event, or your personal idea. Consumer behaviors are evolving and new ways of connecting your product, service, or idea are to future growth. Let us help you reach more audiences through digital experiences.",Engaged Employer,,"Vector Marketing,Infinite Direct,AlliedBarton,Securitas Security Services USA,KellyMitchell Group,Mu Sigma,R.R. Donnelley,Acosta,Epsilon,Pitney Bowes",,1999.0,,0,4.6,7,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Ninthlink-EI_IE890462.11,20.htm",,890462,Unknown / Non-Applicable per year,"San Diego, CA",Unknown,Ninthlink,,"Silver Award,W3 Awards,2007,Telly Awards,The Telly Awards,2008",,Company - Private,Business Services,,San Diego,CA,2.0,1,
www.greatperformances.com,3.0,Liz Neumark,,,Engaged Employer,,"Top Notch Events,The Job Window,Compass Group USA,Compass Group,HMSHost,Bon Appétit Management,Centerplate,Unidine,Guckenheimer",,1979.0,,2,3.8,9,150 to 499 Employees,1.0,83.0,"http://www.glassdoor.com/Overview/Working-at-Great-Performances-EI_IE305225.11,29.htm",,305225,$10 to $25 million (USD) per year,"New York, NY",Unknown,Great Performances,3.0,,100.0,Company - Private,"Restaurants, Bars & Food Services",,New York,NY,0.0,1,
www.venturebeat.com,,Matt Marshall,,,Unclaimed Profile,,"Walt Disney Company,ESPN,DreamWorks Animation,Pandora,Universal Studios,CBS Corp,BuzzFeed,Viacom,Pixar,Wolters Kluwer,Disney Studios,New York Times",,,,1,4.0,1,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-VentureBeat-EI_IE321436.11,22.htm",,321436,$1 to $5 million (USD) per year,"San Francisco, CA",Unknown,VentureBeat,,,100.0,Company - Private,Media,,San Francisco,CA,0.0,1,
www.goodygoody.com,1.0,Joe Jansen,,,Unclaimed Profile,,"Specs,Total Wine & More,Sysco,W.W. Grainger,Cardinal Health,Uline,US Foods,Coca-Cola Bottling Consolidated,Southern Wine & Spirits,Ferguson Enterprises,Manheim",,,,1,1.8,3,150 to 499 Employees,1.0,26.0,"http://www.glassdoor.com/Overview/Working-at-Goody-Goody-Liquor-EI_IE398626.11,29.htm",,398626,Unknown / Non-Applicable per year,"Dallas, TX",Unknown,Goody Goody Liquor,3.0,,,Company - Private,Business Services,,Dallas,TX,0.0,1,
www.4sureentertainment.com,,Ryan Levin,,,Unclaimed Profile,,"Tait Towers,Production Resource Group,American Audio Visual Center,iZotope,SAE Institute,Ford Audio-Video Systems,Ostendo Technologies,IndieFlix,Swank Audio Visuals,Triton Digital",,2008.0,,0,4.0,1,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-4-Sure-Entertainment-EI_IE770222.11,31.htm",,770222,Unknown / Non-Applicable per year,"Glenview, IL",Unknown,4 Sure Entertainment,1.0,,,Company - Private,"Arts, Entertainment & Recreation",,Glenview,IL,0.0,1,
www.canadiansolar.com,2.4,Shawn X. Qu,,"Founded in 2001 in Ontario, Canada, Canadian Solar is one of the world's largest and foremost solar power companies. As a leading manufacturer of solar photovoltaic (PV) modules and provider of solar energy solutions, Canadian Solar has an industry leading and geographically diversified pipeline of utility-scale solar power projects, as well as a track record of successful solar deployment boasting over 7 GW of premium quality modules installed in over 70 countries during the past decade. Canadian Solar is committed to providing high-quality solar products and solar energy solutions to customers around the world. To stay up-to-date on the current company news, follow us on Twitter, LinkedIn, and Facebook!",Engaged Employer,,"Vivint Solar,SolarCity,Trina Solar,GE,First Solar,SunPower (San Jose, CA),JinkoSolar,SunEdison,Twitter,MEMC Electronic Materials,BlackBerry,SolarWinds",,2001.0,,14,2.4,23,1000 to 5000 Employees,6.0,36.0,"http://www.glassdoor.com/Overview/Working-at-Canadian-Solar-EI_IE42412.11,25.htm",,42412,$1 to $2 billion (USD) per year,"Guelph, Canada","SunPower (San Jose, CA),Suntech Power,First Solar",Canadian Solar,6.0,,47.0,Company - Public with Ticker,Manufacturing,,Guelph,Canada,0.0,1,CSIQ
www.atrivu.com,,Steve Kauffman,,,Unclaimed Profile,,"Cisco Systems,Salesforce,Epic Systems Corporation,VMware",,,,0,4.0,1,1 to 5 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Atrivu-EI_IE755272.11,17.htm",,755272,Less than $1 million (USD) per year,"Frisco, TX",Unknown,Atrivu,1.0,,,Company - Private,Information Technology,,Frisco,TX,0.0,1,
www.medmarc.com,,,,Medmarc is the superior provider of insurance solutions for manufacturers and distributors of medical technology and life sciences products. We understand this industry's unique and often complex products liability risks. We believe in impartial underwriting and conscientious claims management and create collaborative risk management solutions to meet the evolving needs of each company we insure,Unclaimed Profile,,"Aflac,AIG,Liberty Mutual Insurance,American Income Life,Prudential,GEICO,Bankers Life,Humana,USAA",,1979.0,,0,3.7,4,50 to 149 Employees,,81.0,"http://www.glassdoor.com/Overview/Working-at-Medmarc-Insurance-Group-EI_IE685161.11,34.htm",,685161,$1 to $5 million (USD) per year,"Chantilly, VA",Unknown,Medmarc Insurance Group,,,,Company - Public,Insurance,,Chantilly,VA,0.0,1,
www.atre.net,,Tushar Atre,,,Unclaimed Profile,,"Rackspace,Juniper Networks,CDW,Pegasystems,Amdocs,FIS,Splunk",,,,2,3.0,4,16 to 50 Employees,,63.0,"http://www.glassdoor.com/Overview/Working-at-Atrenet-EI_IE275225.11,18.htm",,275225,$1 to $5 million (USD) per year,"Santa Cruz, CA",Unknown,Atrenet,2.0,,63.0,Company - Private,Information Technology,,Santa Cruz,CA,0.0,1,
,,,,,Unclaimed Profile,,"Cintas,ARAMARK,Terminix,Stericycle,ABM Industries,Orkin,Brickman,Waste Connections,Healthcare Services Group",,2007.0,,0,5.0,1,1 to 5 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-International-Light-Metals-EI_IE837509.11,37.htm",,837509,Unknown / Non-Applicable per year,"Torrance, CA",Unknown,International Light Metals,,,,Company - Private,Business Services,,Torrance,CA,0.0,0,
www.centralina.org,2.0,Jim Prosser,,,Unclaimed Profile,,"State of Oregon,State of Arizona,Commonwealth of Kentucky,State of Illinois,New York Court System",,1968.0,,0,3.0,1,Unknown,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-Centralina-Council-of-Governments-EI_IE832949.11,44.htm",,832949,Unknown / Non-Applicable per year,"Charlotte, NC",Unknown,Centralina Council of Governments,,,,Government,Government,,Charlotte,NC,0.0,1,
www.bucorp.com,,Theresa Brisko,,"Böhler-Uddeholm Corporation makes tooling materials for the North American industrial community. The company's main product is high-performance tool steel, which includes cold work steels, hot work steels, and plastics molding steels. Böhler-Uddeholm's Steel Stores are warehouses that sell (what else?) custom-cut steel to US tool and die customers. The company is the North American unit of Austrian specialty steel manufacturer BÖHLER-UDDEHOLM.",Unclaimed Profile,,"W.W. Grainger,Cardinal Health,Uline,US Foods,Coca-Cola Bottling Consolidated,Ferguson Enterprises",,1986.0,,2,3.5,4,150 to 499 Employees,,50.0,"http://www.glassdoor.com/Overview/Working-at-Bohler-Uddeholm-EI_IE30478.11,26.htm",,30478,$50 to $100 million (USD) per year,"Elgin, IL","Kenwal Steel,Claymont Steel Inc,Corus Engineering Steels",Bohler Uddeholm,5.0,,53.0,Subsidiary or Business Segment,Business Services,,Elgin,IL,0.0,1,
www.hmrveteranservices.com,,,,,Unclaimed Profile,,"Kaiser Permanente,HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,0,3.6,2,150 to 499 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-HMR-Veterans-Services-EI_IE938549.11,32.htm",,938549,Unknown / Non-Applicable per year,"Anderson, SC",Unknown,HMR Veterans Services,,,,Company - Private,Health Care,,Anderson,SC,0.0,1,
www.colonialfamilypractice.com,,,,,Unclaimed Profile,,"HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,0,1.0,1,150 to 499 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Colonial-Family-Practice-EI_IE924661.11,35.htm",,924661,Unknown / Non-Applicable per year,"Sumter, SC",Unknown,Colonial Family Practice,,,,Company - Private,Health Care,,Sumter,SC,0.0,1,
www.mcgrathlexusofchicago.com,,Mike McGrath Jr.,,,Unclaimed Profile,,"Nordstrom,Kohl's,J. C. Penney,Victoria's Secret Stores,Barnes & Noble,The Gap,Ross Stores,Safeway",,,,1,4.0,1,150 to 499 Employees,,,"http://www.glassdoor.com/Overview/Working-at-McGrath-Lexus-of-Chicago-EI_IE718484.11,35.htm",,718484,Unknown / Non-Applicable per year,"Chicago, IL",Unknown,McGrath Lexus of Chicago,1.0,,100.0,Franchise,Retail,,Chicago,IL,0.0,1,
www.ross-simons.com,,Darrell S. Ross,,"Look no further than Ross-Simons of Warwick for the perfect wedding gift. Bringing a little taste of luxury to the masses, the multi-channel retailer sells jewelry (estate jewelry, diamond pieces), tableware (fine china, sterling silver flatware), collectibles (Lladro figurines, Swarovski crystal), and home décor at discounted prices. It also markets supermodel Christie Brinkley's signature jewelry collection. Ross-Simons mails at least 20 million catalogs annually and operates about 15 retail and outlet stores in seven East Coast states. The company also sells jewelry through QVC. Ross-Simons opened its first retail store in 1952, added catalog sales in the early '80s, and has a thriving Internet business.",Unclaimed Profile,,"Chloe + Isabel,Sally Beauty,Birchbox",,2002.0,,2,3.5,5,500 to 999 Employees,,62.0,"http://www.glassdoor.com/Overview/Working-at-Ross-Simons-EI_IE18161.11,22.htm",,18161,Unknown / Non-Applicable per year,"Cranston, RI","Tiffany & Co.,Blue Nile,Michael C. Fina",Ross-Simons,3.0,,100.0,Company - Private,Retail,,Cranston,RI,0.0,1,
www.windowsorsiding.com,,Michael McNamee,,,Unclaimed Profile,,"W.W. Grainger,Cardinal Health,Uline,US Foods,Coca-Cola Bottling Consolidated,Ferguson Enterprises",,,,0,3.0,1,16 to 50 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Sidex-EI_IE402819.11,16.htm",,402819,Unknown / Non-Applicable per year,"New Berlin, WI",Unknown,Sidex,,,,Company - Private,Business Services,,New Berlin,WI,0.0,1,
www.tonkon.com,,Michael M. Morgan,,,Unclaimed Profile,,"Schwabe, Williamson & Wyatt, P.C.,Stoel Rives,Deloitte,PwC,KPMG US,McKinsey & Company,Wipro,H&R Block,Aon Hewitt,Razorfish,Grant Thornton,KBR",,1974.0,,1,4.6,2,50 to 149 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Tonkon-Torp-EI_IE264066.11,22.htm",,264066,$10 to $25 million (USD) per year,"Portland, OR",Unknown,Tonkon Torp,4.0,"100 Best Companies to Work for in Oregon (Medium),OregonBusiness,2009",100.0,Company - Private,Accounting & Legal,,Portland,OR,1.0,1,
